label,cif,icsd_collection_code,source,train_test_label,formula,Tc
1,split_cifs_by_csv_label/train/Ba0.47Bi1K0.53O3-ICSD-40515-synth_doped.cif,40515.0,3DSC,train,Ba0.47Bi1K0.53O3,11.0
1,split_cifs_by_csv_label/train/Ba0.4Bi1K0.6O3-ICSD-40515-synth_doped.cif,40515.0,3DSC,train,Ba0.4Bi1K0.6O3,7.2
1,split_cifs_by_csv_label/train/Ba0.4Cu1La1.6O4-ICSD-74111-synth_doped.cif,74111.0,3DSC,train,Ba0.4Cu1La1.6O4,4.2
1,split_cifs_by_csv_label/train/Ba0.6Bi0.7K0.4Pb0.3O3-ICSD-94020-synth_doped.cif,94020.0,3DSC,train,Ba0.6Bi0.7K0.4Pb0.3O3,11.3
1,split_cifs_by_csv_label/test/Ba0.6Bi0.8K0.4Pb0.2O3-ICSD-94020-synth_doped.cif,94020.0,3DSC,test,Ba0.6Bi0.8K0.4Pb0.2O3,14.7
1,split_cifs_by_csv_label/train/Ba0.75Na0.25Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.75Na0.25Sb2Ti2O1,5.015
1,split_cifs_by_csv_label/train/Ba0.7Rb0.3Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.7Rb0.3Sb2Ti2O1,5.93
1,split_cifs_by_csv_label/test/Ba0.85K0.15Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,test,Ba0.85K0.15Sb2Ti2O1,5.86
1,split_cifs_by_csv_label/train/Ba0.85Na0.15Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.85Na0.15Sb2Ti2O1,5.11
1,split_cifs_by_csv_label/test/Ba0.88K0.12Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,test,Ba0.88K0.12Sb2Ti2O1,6.1
1,split_cifs_by_csv_label/test/Ba0.8K0.2Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,test,Ba0.8K0.2Sb2Ti2O1,3.0
1,split_cifs_by_csv_label/train/Ba0.8Rb0.2Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.8Rb0.2Sb2Ti2O1,6.19
1,split_cifs_by_csv_label/train/Ba0.95K0.05Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.95K0.05Sb2Ti2O1,4.25
1,split_cifs_by_csv_label/test/Ba0.95Na0.05Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,test,Ba0.95Na0.05Sb2Ti2O1,3.14
1,split_cifs_by_csv_label/train/Ba0.95Rb0.05Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.95Rb0.05Sb2Ti2O1,4.25
1,split_cifs_by_csv_label/test/Ba0.96K0.04Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,test,Ba0.96K0.04Sb2Ti2O1,3.88
1,split_cifs_by_csv_label/train/Ba0.9K0.1Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.9K0.1Sb2Ti2O1,5.13
1,split_cifs_by_csv_label/test/Ba0.9Na0.1Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,test,Ba0.9Na0.1Sb2Ti2O1,4.24
1,split_cifs_by_csv_label/train/Ba0.9Rb0.1Sb2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba0.9Rb0.1Sb2Ti2O1,5.33
1,split_cifs_by_csv_label/test/Ba1.25Ca0.75Cu3La1O6.958-ICSD-56624-synth_doped.cif,56624.0,3DSC,test,Ba1.25Ca0.75Cu3La1O6.958,79.9
1,split_cifs_by_csv_label/train/Ba1.3Ca0.7Cu3La1O6.92-ICSD-56624-synth_doped.cif,56624.0,3DSC,train,Ba1.3Ca0.7Cu3La1O6.92,73.0
1,split_cifs_by_csv_label/train/Ba1.46Cu4Sr0.54Y1O8-ICSD-94268-synth_doped.cif,94268.0,3DSC,train,Ba1.46Cu4Sr0.54Y1O8,79.5
1,split_cifs_by_csv_label/train/Ba1.4Ca0.2Cu3La0.6Y0.8O7.15-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.4Ca0.2Cu3La0.6Y0.8O7.15,66.0
1,split_cifs_by_csv_label/train/Ba1.4Ca0.3Cu3La0.6Y0.7O7.12-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.4Ca0.3Cu3La0.6Y0.7O7.12,82.0
1,split_cifs_by_csv_label/train/Ba1.4Ca0.4Cu3La0.6Y0.6O7.07-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.4Ca0.4Cu3La0.6Y0.6O7.07,83.0
1,split_cifs_by_csv_label/train/Ba1.4Ca0.6Cu3La1O6.9-ICSD-56624-synth_doped.cif,56624.0,3DSC,train,Ba1.4Ca0.6Cu3La1O6.9,74.0
1,split_cifs_by_csv_label/test/Ba1.4Cu4Sr0.6Y1O8-ICSD-94268-synth_doped.cif,94268.0,3DSC,test,Ba1.4Cu4Sr0.6Y1O8,79.16666667
1,split_cifs_by_csv_label/test/Ba1.54Cu3La0.46Y1O7.118-ICSD-40613-synth_doped.cif,40613.0,3DSC,test,Ba1.54Cu3La0.46Y1O7.118,44.1
1,split_cifs_by_csv_label/test/Ba1.5Ca0.1Cu3La0.5Y0.9O7.13-ICSD-40613-synth_doped.cif,40613.0,3DSC,test,Ba1.5Ca0.1Cu3La0.5Y0.9O7.13,60.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.1Cu3La0.5Y0.9O7.19-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.5Ca0.1Cu3La0.5Y0.9O7.19,57.9
1,split_cifs_by_csv_label/test/Ba1.5Ca0.25Cu3La1.25O6.74-ICSD-89216-synth_doped.cif,89216.0,3DSC,test,Ba1.5Ca0.25Cu3La1.25O6.74,70.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.25Cu3La1.25O7.087-ICSD-89212-synth_doped.cif,89212.0,3DSC,train,Ba1.5Ca0.25Cu3La1.25O7.087,62.9
1,split_cifs_by_csv_label/train/Ba1.5Ca0.2Cu3La0.5Y0.8O7.11-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.5Ca0.2Cu3La0.5Y0.8O7.11,80.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.2Cu3La0.5Y0.8O7.13-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.5Ca0.2Cu3La0.5Y0.8O7.13,73.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.3Cu3La1.2O6.72-ICSD-89216-synth_doped.cif,89216.0,3DSC,train,Ba1.5Ca0.3Cu3La1.2O6.72,27.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.3Cu3La1.2O6.93-ICSD-89215-synth_doped.cif,89215.0,3DSC,train,Ba1.5Ca0.3Cu3La1.2O6.93,60.0
1,split_cifs_by_csv_label/test/Ba1.5Ca0.3Cu3La1.2O7.06-ICSD-89212-synth_doped.cif,89212.0,3DSC,test,Ba1.5Ca0.3Cu3La1.2O7.06,75.2
1,split_cifs_by_csv_label/train/Ba1.5Ca0.45Cu3La1.05O6.81-ICSD-89216-synth_doped.cif,89216.0,3DSC,train,Ba1.5Ca0.45Cu3La1.05O6.81,74.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.4Cu3La0.5Y0.6O7.01-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.5Ca0.4Cu3La0.5Y0.6O7.01,82.4
1,split_cifs_by_csv_label/train/Ba1.5Ca0.4Cu3La1.1O6.76-ICSD-89216-synth_doped.cif,89216.0,3DSC,train,Ba1.5Ca0.4Cu3La1.1O6.76,34.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.4Cu3La1.1O6.82-ICSD-89215-synth_doped.cif,89215.0,3DSC,train,Ba1.5Ca0.4Cu3La1.1O6.82,72.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.4Cu3La1.1O6.97-ICSD-89214-synth_doped.cif,89214.0,3DSC,train,Ba1.5Ca0.4Cu3La1.1O6.97,70.0
1,split_cifs_by_csv_label/test/Ba1.5Ca0.4Cu3La1.1O7.06-ICSD-89212-synth_doped.cif,89212.0,3DSC,test,Ba1.5Ca0.4Cu3La1.1O7.06,79.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.4Cu3La1.1O7.11-ICSD-89212-synth_doped.cif,89212.0,3DSC,train,Ba1.5Ca0.4Cu3La1.1O7.11,77.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.4Cu3La1.1O7.123-ICSD-89212-synth_doped.cif,89212.0,3DSC,train,Ba1.5Ca0.4Cu3La1.1O7.123,76.0
1,split_cifs_by_csv_label/train/Ba1.5Ca0.4Cu3La1.1O7.17-ICSD-89212-synth_doped.cif,89212.0,3DSC,train,Ba1.5Ca0.4Cu3La1.1O7.17,70.0
1,split_cifs_by_csv_label/test/Ba1.5Ca0.4Cu3La1.1O7.25-ICSD-89212-synth_doped.cif,89212.0,3DSC,test,Ba1.5Ca0.4Cu3La1.1O7.25,35.0
1,split_cifs_by_csv_label/test/Ba1.5Ca0.6Cu3La0.9O6.74-ICSD-89216-synth_doped.cif,89216.0,3DSC,test,Ba1.5Ca0.6Cu3La0.9O6.74,73.0
1,split_cifs_by_csv_label/train/Ba1.5Cu3La0.5Y1O7-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.5Cu3La0.5Y1O7,0.3
1,split_cifs_by_csv_label/train/Ba1.5Cu3La0.5Y1O7.06-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.5Cu3La0.5Y1O7.06,22.0
1,split_cifs_by_csv_label/test/Ba1.5Cu3La0.5Y1O7.08-ICSD-40613-synth_doped.cif,40613.0,3DSC,test,Ba1.5Cu3La0.5Y1O7.08,38.0
1,split_cifs_by_csv_label/train/Ba1.5Cu3La0.5Y1O7.1-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.5Cu3La0.5Y1O7.1,30.0
1,split_cifs_by_csv_label/train/Ba1.5Cu3La0.5Y1O7.17-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.5Cu3La0.5Y1O7.17,55.55
1,split_cifs_by_csv_label/train/Ba1.5Cu3La0.5Y1O7.19-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.5Cu3La0.5Y1O7.19,38.3
1,split_cifs_by_csv_label/train/Ba1.5Cu3La0.5Y1O7.22-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.5Cu3La0.5Y1O7.22,36.6
1,split_cifs_by_csv_label/train/Ba1.5Cu3Nd1.5O7.12-ICSD-75683-synth_doped.cif,75683.0,3DSC,train,Ba1.5Cu3Nd1.5O7.12,15.4
1,split_cifs_by_csv_label/test/Ba1.5Cu3Nd1.5O7.14-ICSD-75683-synth_doped.cif,75683.0,3DSC,test,Ba1.5Cu3Nd1.5O7.14,20.0
1,split_cifs_by_csv_label/train/Ba1.61Cu3Sm1.39O7.07-ICSD-68196-synth_doped.cif,68196.0,3DSC,train,Ba1.61Cu3Sm1.39O7.07,31.8
1,split_cifs_by_csv_label/train/Ba1.65Cu3Sm1.35O7.07-ICSD-68196-synth_doped.cif,68196.0,3DSC,train,Ba1.65Cu3Sm1.35O7.07,26.2
1,split_cifs_by_csv_label/train/Ba1.65Cu4Sr0.35Y1O8-ICSD-67636-synth_doped.cif,67636.0,3DSC,train,Ba1.65Cu4Sr0.35Y1O8,80.8
1,split_cifs_by_csv_label/train/Ba1.66Cu3La0.34Y1O7.073-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.66Cu3La0.34Y1O7.073,56.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.1Cu3La0.4Y0.9O7.09-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.6Ca0.1Cu3La0.4Y0.9O7.09,72.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.04-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.04,50.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.15-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.15,48.5
1,split_cifs_by_csv_label/train/Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.28-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.28,51.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.45-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.45,73.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.52-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.52,79.0
1,split_cifs_by_csv_label/test/Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.53-ICSD-89390-synth_doped.cif,89390.0,3DSC,test,Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.53,78.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.63-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.35Cu3Sr0.4Yb0.65O6.63,77.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.4Cu3La0.4Y0.6O6.95-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.6Ca0.4Cu3La0.4Y0.6O6.95,82.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.4Cu3La0.4Y0.6O6.96-ICSD-89189-synth_doped.cif,89189.0,3DSC,train,Ba1.6Ca0.4Cu3La0.4Y0.6O6.96,78.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.04-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.04,47.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.14-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.14,46.5
1,split_cifs_by_csv_label/test/Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.25-ICSD-89390-synth_doped.cif,89390.0,3DSC,test,Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.25,53.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.36-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.36,75.0
1,split_cifs_by_csv_label/train/Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.61-ICSD-89390-synth_doped.cif,89390.0,3DSC,train,Ba1.6Ca0.4Cu3Sr0.4Yb0.6O6.61,76.0
1,split_cifs_by_csv_label/train/Ba1.6Cu3Eu1.4O7.16-ICSD-91998-synth_doped.cif,91998.0,3DSC,train,Ba1.6Cu3Eu1.4O7.16,28.0
1,split_cifs_by_csv_label/train/Ba1.6Cu3La0.4Y1O7.04-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.6Cu3La0.4Y1O7.04,59.0
1,split_cifs_by_csv_label/train/Ba1.6Cu3La0.4Y1O7.05-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.6Cu3La0.4Y1O7.05,52.0
1,split_cifs_by_csv_label/train/Ba1.6Cu3La0.4Y1O7.06-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.6Cu3La0.4Y1O7.06,52.0
1,split_cifs_by_csv_label/train/Ba1.6Cu3La0.4Y1O7.083-ICSD-40613-synth_doped.cif,40613.0,3DSC,train,Ba1.6Cu3La0.4Y1O7.083,49.4
1,split_cifs_by_csv_label/test/Ba1.6Cu3La0.4Y1O7.11-ICSD-40613-synth_doped.cif,40613.0,3DSC,test,Ba1.6Cu3La0.4Y1O7.11,49.3
1,split_cifs_by_csv_label/test/Ba1.6Cu3La0.4Y1O7.14-ICSD-40613-synth_doped.cif,40613.0,3DSC,test,Ba1.6Cu3La0.4Y1O7.14,69.075
1,split_cifs_by_csv_label/train/Ba1.6Cu4Sr0.4Y1O8-ICSD-67636-synth_doped.cif,67636.0,3DSC,train,Ba1.6Cu4Sr0.4Y1O8,79.5
1,split_cifs_by_csv_label/train/Ba1.72Cu4La0.28Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.72Cu4La0.28Y1O8,18.9
1,split_cifs_by_csv_label/train/Ba1.75Ca0.25Cu3La1O6.951-ICSD-68285-synth_doped.cif,68285.0,3DSC,train,Ba1.75Ca0.25Cu3La1O6.951,80.0
1,split_cifs_by_csv_label/test/Ba1.75Cu3Gd1.25O6.98-ICSD-184688-synth_doped.cif,184688.0,3DSC,test,Ba1.75Cu3Gd1.25O6.98,28.0
1,split_cifs_by_csv_label/train/Ba1.75Cu3Nd1.25O6.99-ICSD-167079-synth_doped.cif,167079.0,3DSC,train,Ba1.75Cu3Nd1.25O6.99,52.7
1,split_cifs_by_csv_label/train/Ba1.76Cu3La0.24Y1O7.024-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.76Cu3La0.24Y1O7.024,73.4
1,split_cifs_by_csv_label/train/Ba1.78Cu4La0.22Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.78Cu4La0.22Y1O8,37.9
1,split_cifs_by_csv_label/train/Ba1.7Ca0.3Cu3La0.3Y0.7O6.92-ICSD-89188-synth_doped.cif,89188.0,3DSC,train,Ba1.7Ca0.3Cu3La0.3Y0.7O6.92,82.0
1,split_cifs_by_csv_label/test/Ba1.7Ca0.3Cu3La0.3Y0.7O6.96-ICSD-89188-synth_doped.cif,89188.0,3DSC,test,Ba1.7Ca0.3Cu3La0.3Y0.7O6.96,78.0
1,split_cifs_by_csv_label/test/Ba1.7Cu3Eu1.3O7.15-ICSD-91998-synth_doped.cif,91998.0,3DSC,test,Ba1.7Cu3Eu1.3O7.15,39.5
1,split_cifs_by_csv_label/train/Ba1.7Cu3La0.3Y1O7.059-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.7Cu3La0.3Y1O7.059,61.4
1,split_cifs_by_csv_label/test/Ba1.7Cu3Nd1.3O6.987-ICSD-167079-synth_doped.cif,167079.0,3DSC,test,Ba1.7Cu3Nd1.3O6.987,33.0
1,split_cifs_by_csv_label/train/Ba1.7Cu3Pr0.25Sr0.3Yb0.75O6.92-ICSD-89396-synth_doped.cif,89396.0,3DSC,train,Ba1.7Cu3Pr0.25Sr0.3Yb0.75O6.92,71.0
1,split_cifs_by_csv_label/train/Ba1.7Cu4La0.3Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.7Cu4La0.3Y1O8,52.6
1,split_cifs_by_csv_label/train/Ba1.85Cu3Pr0.15Sm1O7.02-ICSD-280521-synth_doped.cif,280521.0,3DSC,train,Ba1.85Cu3Pr0.15Sm1O7.02,35.0
1,split_cifs_by_csv_label/train/Ba1.87Ca0.13Cu3La1O6.923-ICSD-68285-synth_doped.cif,68285.0,3DSC,train,Ba1.87Ca0.13Cu3La1O6.923,82.0
1,split_cifs_by_csv_label/test/Ba1.87Cu4La0.13Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,test,Ba1.87Cu4La0.13Y1O8,61.0
1,split_cifs_by_csv_label/train/Ba1.8Ca0.2Cu3La0.2Y0.8O6.94-ICSD-89185-synth_doped.cif,89185.0,3DSC,train,Ba1.8Ca0.2Cu3La0.2Y0.8O6.94,84.0
1,split_cifs_by_csv_label/train/Ba1.8Ca0.2Cu3La0.2Y0.8O6.96-ICSD-89185-synth_doped.cif,89185.0,3DSC,train,Ba1.8Ca0.2Cu3La0.2Y0.8O6.96,78.0
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O6.8-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O6.8,47.2
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O7.36-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O7.36,89.1
1,split_cifs_by_csv_label/test/Ba1.8Cu3La0.2Y1O7.46-ICSD-40612-synth_doped.cif,40612.0,3DSC,test,Ba1.8Cu3La0.2Y1O7.46,89.8
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O7.49-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O7.49,90.4
1,split_cifs_by_csv_label/test/Ba1.8Cu3La0.2Y1O7.57-ICSD-40612-synth_doped.cif,40612.0,3DSC,test,Ba1.8Cu3La0.2Y1O7.57,89.6
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O7.62-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O7.62,87.9
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O7.64-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O7.64,88.1
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O7.74-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O7.74,89.1
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O7.77-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O7.77,89.8
1,split_cifs_by_csv_label/train/Ba1.8Cu3La0.2Y1O7.79-ICSD-40612-synth_doped.cif,40612.0,3DSC,train,Ba1.8Cu3La0.2Y1O7.79,90.4
1,split_cifs_by_csv_label/train/Ba1.8Cu3La1.2O6.98-ICSD-68285-synth_doped.cif,68285.0,3DSC,train,Ba1.8Cu3La1.2O6.98,80.0
1,split_cifs_by_csv_label/test/Ba1.8Cu3La1.2O7.2-ICSD-67869-synth_doped.cif,67869.0,3DSC,test,Ba1.8Cu3La1.2O7.2,27.0
1,split_cifs_by_csv_label/test/Ba1.8Cu3Pr0.2Sm1O7.04-ICSD-280521-synth_doped.cif,280521.0,3DSC,test,Ba1.8Cu3Pr0.2Sm1O7.04,26.5
1,split_cifs_by_csv_label/train/Ba1.8Cu3Sm1.2O7.01-ICSD-280521-synth_doped.cif,280521.0,3DSC,train,Ba1.8Cu3Sm1.2O7.01,56.5
1,split_cifs_by_csv_label/train/Ba1.8Cu3Sm1.2O7.09-ICSD-280521-synth_doped.cif,280521.0,3DSC,train,Ba1.8Cu3Sm1.2O7.09,38.0
1,split_cifs_by_csv_label/train/Ba1.8Cu4Ho1Sr0.2O8-ICSD-67639-synth_doped.cif,67639.0,3DSC,train,Ba1.8Cu4Ho1Sr0.2O8,68.8
1,split_cifs_by_csv_label/train/Ba1.8Cu4La0.2Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.8Cu4La0.2Y1O8,44.0
1,split_cifs_by_csv_label/train/Ba1.926Ca0.074Cu4Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.926Ca0.074Cu4Y1O8,83.3
1,split_cifs_by_csv_label/test/Ba1.972Ca0.028Cu4Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,test,Ba1.972Ca0.028Cu4Y1O8,79.7
1,split_cifs_by_csv_label/train/Ba1.98Cu4La0.02Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.98Cu4La0.02Y1O8,74.3
1,split_cifs_by_csv_label/train/Ba1.9Ca0.1Cu3La0.1Y0.9O6.95-ICSD-89184-synth_doped.cif,89184.0,3DSC,train,Ba1.9Ca0.1Cu3La0.1Y0.9O6.95,86.0
1,split_cifs_by_csv_label/train/Ba1.9Ca0.1Cu3La0.1Y0.9O6.96-ICSD-89184-synth_doped.cif,89184.0,3DSC,train,Ba1.9Ca0.1Cu3La0.1Y0.9O6.96,82.0
1,split_cifs_by_csv_label/train/Ba1.9Ca0.1Cu4Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.9Ca0.1Cu4Y1O8,85.4
1,split_cifs_by_csv_label/train/Ba1.9Cu3Sm1.1O7.05-ICSD-280521-synth_doped.cif,280521.0,3DSC,train,Ba1.9Cu3Sm1.1O7.05,78.5
1,split_cifs_by_csv_label/train/Ba1.9Cu4La0.1Y1O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba1.9Cu4La0.1Y1O8,61.0
1,split_cifs_by_csv_label/train/Ba1Cu3Pr0.7Sr1Y0.3O6.95-ICSD-157543-synth_doped.cif,157543.0,3DSC,train,Ba1Cu3Pr0.7Sr1Y0.3O6.95,14.0
1,split_cifs_by_csv_label/train/Ba1Cu3Sm1Sr1O6.94-ICSD-83130-synth_doped.cif,83130.0,3DSC,train,Ba1Cu3Sm1Sr1O6.94,80.0
1,split_cifs_by_csv_label/train/Ba1Hg1-ICSD-615923.cif,615923.0,3DSC,train,Ba1Hg1,2.32
1,split_cifs_by_csv_label/train/Ba1Sb1.7Sn0.3Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba1Sb1.7Sn0.3Ti2O1,2.2
1,split_cifs_by_csv_label/train/Ba1Sb1.8Sn0.2Ti2O1-ICSD-430060-synth_doped.cif,430060.0,3DSC,train,Ba1Sb1.8Sn0.2Ti2O1,2.2
1,split_cifs_by_csv_label/train/Ba1Sb2Ti2O1-ICSD-430060.cif,430060.0,3DSC,train,Ba1Sb2Ti2O1,0.964
1,split_cifs_by_csv_label/train/Ba1Si2-ICSD-7852.cif,7852.0,3DSC,train,Ba1Si2,5.3
1,split_cifs_by_csv_label/train/Ba2Ca0.01Cu4Er0.99O8-ICSD-67641-synth_doped.cif,67641.0,3DSC,train,Ba2Ca0.01Cu4Er0.99O8,79.3
1,split_cifs_by_csv_label/train/Ba2Ca0.01Cu4Ho0.99O8-ICSD-67639-synth_doped.cif,67639.0,3DSC,train,Ba2Ca0.01Cu4Ho0.99O8,76.8
1,split_cifs_by_csv_label/train/Ba2Ca0.01Cu4Y0.99O8-ICSD-69698-synth_doped.cif,69698.0,3DSC,train,Ba2Ca0.01Cu4Y0.99O8,78.7
1,split_cifs_by_csv_label/train/Ba2Ca0.025Cu4Y0.975O8-ICSD-78626-synth_doped.cif,78626.0,3DSC,train,Ba2Ca0.025Cu4Y0.975O8,80.75
1,split_cifs_by_csv_label/test/Ba2Ca0.02Cu4Y0.98O8-ICSD-78626.cif,78626.0,3DSC,test,Ba2Ca0.02Cu4Y0.98O8,87.0
1,split_cifs_by_csv_label/train/Ba2Ca0.03Cu4Er0.97O8-ICSD-67641-synth_doped.cif,67641.0,3DSC,train,Ba2Ca0.03Cu4Er0.97O8,80.0
1,split_cifs_by_csv_label/train/Ba2Ca0.03Cu4Ho0.97O8-ICSD-67639-synth_doped.cif,67639.0,3DSC,train,Ba2Ca0.03Cu4Ho0.97O8,77.4
1,split_cifs_by_csv_label/train/Ba2Ca0.03Cu4Y0.97O8-ICSD-78626-synth_doped.cif,78626.0,3DSC,train,Ba2Ca0.03Cu4Y0.97O8,81.9
